0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,1494,1522,1296,1072,908,1105,829,754,1138,908,783,1353,943,0,889,940,1039,775,948,605,673,911,720,985,784,722,1193,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1277,1605,1441,1085,1100,1086,1058,1085,1101,1115,1160,1163,1204,1240,1208,1213,1226,1214,1207,1202,1198,1193,1184,1179,1174,1167,1163,1165,1168,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,917,852,757,704,516,519,522,526,528,533,539,543,547,551,555,559,563,567,571,575,579,583,587,591,595,602,606,608,612,940,1031,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,766,759,709,679,659,364,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,167,451,794,996,1086,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,781,679,671,653,643,611,539,540,540,540,540,540,540,539,539,539,539,539,539,540,539,539,539,539,539,539,539,539,539,583,707,849,1034,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,693,706,679,660,640,635,585,479,432,454,461,466,466,474,482,495,498,492,499,499,499,499,502,503,503,503,503,503,571,704,634,676,777,952,797,863,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,708,723,700,678,660,644,624,637,497,399,335,451,328,450,354,484,363,542,304,0,0,0,0,0,0,0,0,0,0,0,12,407,539,618,710,851,924,783,988,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,646,806,689,674,659,648,628,611,639,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,243,411,532,635,756,850,892,918,953,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,561,747,659,657,655,649,639,614,595,567,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,287,354,455,556,674,768,835,940,1044,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,781,553,657,661,650,648,624,611,523,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,329,392,488,593,691,771,867,869,681,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,683,711,687,684,668,652,643,594,528,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,306,411,516,619,704,798,825,722,892,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,784,688,699,691,680,659,632,639,586,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,346,390,461,551,642,733,790,831,789,953,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,702,628,699,696,687,672,639,614,650,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,396,424,496,583,671,739,786,871,692,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,471,594,660,687,696,687,656,615,596,574,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,425,454,527,608,687,743,810,789,850,0,0,0,0,0,0,0
0,0,0,0,0,0,0,820,536,677,713,704,680,629,585,539,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,384,462,544,624,691,758,765,704,760,0,0,0,0,0,0
0,0,0,0,0,0,666,598,702,743,740,696,660,583,537,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,446,439,500,572,640,705,748,785,719,1127,0,0,0,0,0
0,0,0,0,0,554,583,703,768,775,735,666,630,534,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,475,487,535,593,656,709,757,857,733,0,0,0,0,0
0,0,0,0,416,613,671,784,823,784,700,614,615,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,509,502,555,613,668,716,811,753,847,0,0,0,0
0,0,0,57,356,548,751,868,852,755,628,549,597,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,435,497,565,620,676,747,801,745,976,0,0,0
0,0,0,48,307,680,920,960,840,680,525,443,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,523,465,524,580,635,701,752,870,1042,1143,0,0
0,0,0,49,547,980,1112,992,747,547,364,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,465,488,541,595,652,707,800,1130,1700,0,0
0,0,0,16,948,1327,1224,895,548,343,441,409,463,352,468,346,449,331,432,321,421,310,408,315,416,276,310,407,268,289,377,284,377,256,281,384,297,407,315,427,330,446,340,459,350,473,361,489,373,501,427,559,426,411,429,495,551,611,667,0,1145,1234,0,0
0,0,0,40,2016,1944,1404,932,600,452,464,483,481,489,490,488,488,487,484,484,484,479,476,476,474,472,472,470,469,471,471,471,471,471,471,471,471,471,471,471,471,474,477,479,481,485,483,485,491,498,524,522,540,544,792,1070,1166,1078,970,0,1255,1349,0,0
0,0,0,68,4012,2072,1196,828,668,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,875,1306,1567,1539,0,1072,1296,0,0
0,0,0,0,68,48,33,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,25,23,23,23,23,23,23,23,27,23,28,27,28,32,37,40,46,52,65,298,763,1176,0,956,1604,0,0
