pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorBlocksOutOfField,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.blockedFrontDensityMax,measurement.blockedFrontDensityMaxCell,measurement.blockedFrontDensityPeak,measurement.blockedFrontDensityPeakCell,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fieldEdgeDensityMax,measurement.fieldEdgeDensityMaxCell,measurement.fieldEdgeDensityPeak,measurement.fieldEdgeDensityPeakCell,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
11,A,basic,distributed,,,0.11.0,1d7dfe53,2048,0,true,2,512,9,0,69,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",20,50,1152,"33,9",1250,"31,8,2484",0,63,6,84,2621,65536,,1561,"62,30",493,2041,"19,8,2099",5130,"4,32",2041,"19,8",2099,1,3108,31,0,,0,,822395,3594,1259401,2308547,65536,1024,0,0,609,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,393216,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1050,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108615,148886,167604,140287,166548,207422,220107,243052,259027,299628,325069,342952,371199,412609,433035,453042,471361,492320,509246,534864,553671,586893,602256,610191,609399,593494,610035,605133,607184,609834,603480,634233,620516,629756,627760,630070,633674,636809,627984,632762,633921,632082,617797,576374,559384,535247,510893,484776,467814,450509,414603,395094,381446,336861,322650,305005,275366,267787,274050,201542,163544,127173,",5,1,4100,0,39,5,1046.3927777777778,4,3600,0,3100758,3686400,983040,,true,,,
11,A,basic,detour,,,0.11.0,abf0adc0,2048,0,true,2,512,9,0,66,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",29,50,1624,"32,10",1923,"31,9,1635",0,63,6,80,2740,65536,,1990,"62,31",957,2985,"19,8,1902",5647,"4,32",2985,"19,8",1902,2,2898,34,0,,0,,1134662,7016,0,3347676,65536,1024,0,0,762,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,19,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",109200,166757,193015,153364,171814,218511,237164,246978,263924,295378,282814,276197,288414,311921,290202,290970,298115,292543,252250,227660,219843,199297,180065,170797,174024,173287,169544,170512,170968,171879,167936,103998,158315,158527,152975,157350,159008,158531,159337,157586,160211,180288,200345,245338,269845,278011,298965,301567,300377,323608,304732,309781,336335,315722,314120,316277,303648,271680,287478,205024,165208,127177,",5,1,4618,0,39,5,1059.4888888888888,4,3600,0,2977254,3686400,983040,,true,,,
12,A,basic,straight,,,0.11.0,30389461,2048,65536,true,2,512,1,0,16,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0",170,58,3229,"31,35",3897,"31,29,3480",0,63,6,44,-1,0,"4,32,3",14802,"1,31",3628,15803,"1,32,3600",18224,"4,32",17082,"2,32",3599,6,3597,84,0,,0,,92074778,289607,1702580,0,65536,1024,0,0,2374,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,65536,131072,131072,131072,131072,196608,196608,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,,,,,",488,0,0,0,0,0,0,0,55,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",89641,126617,161480,164273,161918,163832,161762,164273,161948,165234,162880,167032,164456,168942,165396,169560,165180,169667,165074,169956,165032,170371,165280,169872,165354,167779,166471,172356,167245,172046,171077,0,51391,57484,58573,62036,67192,67423,72293,73226,73184,79118,76714,78424,83470,81605,84773,83647,80372,85476,79031,79695,78993,76941,75366,77858,76096,73941,195397,165490,122299,91426,",5,1,17203,0,2,5,1152.026388888889,1,3600,3420954,1637122,3686400,589824,,true,,,
12,A,basic,distributed,,,0.11.0,03841a95,2048,65536,true,2,512,1,0,66,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",23,58,1568,"31,33",2315,"31,30,1249",0,63,6,83,2637,0,"4,32,3",1532,"30,29",529,2092,"30,29,2165",4132,"4,32",2315,"31,30",1249,1,2346,34,0,,0,,15383,1720,1259013,2101910,65536,1024,0,0,633,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,196608,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1044,0,0,0,0,0,0,0,16,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",114262,158775,181744,161644,188251,234444,251268,275927,301969,341831,365401,388102,411174,455543,489980,521604,547024,585921,602528,637541,650012,678348,689959,687994,683759,683417,668801,684108,666730,668445,641462,647012,661442,661528,660093,667138,665105,670615,671068,675509,671953,668896,652345,609214,587087,564992,537380,509288,494495,468928,435067,413348,388624,349537,326013,307356,274281,260186,282263,201905,168981,127584,",5,1,3098,0,29,5,1023.1394444444444,4,3600,776737,3084147,3686400,983040,,false,,,
12,A,basic,detour,,,0.11.0,2a702c33,2048,65536,true,2,512,1,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,58,1289,"31,8",1515,"31,9,2853",0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,0,,0,,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
13,A,basic,straight,,,0.11.0,b2a16eea,2048,65536,true,2,512,3,0,83,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,56,1548,"32,31",1551,"32,31,1967",0,63,37,91,2339,0,"4,32,3",641,"43,28",251,838,"45,28,3297",5028,"4,32",1854,"6,32",165,1,12,17,0,,0,,96562,2021,3544512,0,65536,1024,0,0,298,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,196608,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",535,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",88580,118215,127980,85580,95498,93929,95162,98376,96686,99740,98146,101355,99128,99191,104985,101879,105155,106845,102110,105613,106305,106491,105312,107434,105480,107695,106222,107118,108869,108589,105375,53481,119939,126150,129079,130020,133140,139776,133989,141756,142323,143279,143621,144846,140238,150842,143166,148270,146891,142341,144873,140914,135034,131667,131777,127120,126791,119274,234310,172310,127636,87689,",5,1,3192,0,2,5,1023.1133333333333,4,3600,1794650,3388344,3686400,589824,,false,,,
13,A,basic,distributed,,,0.11.0,9b48b4e7,2048,65536,true,2,512,3,0,70,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,8,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,56,870,"32,10",1018,"31,9,839",0,63,6,85,2584,0,"4,32,3",1170,"19,8",462,1578,"19,8,1295",4126,"4,32",1578,"19,8",1295,1,420,30,0,,0,,12351,1718,1380817,2040730,65536,1024,0,0,569,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,262144,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1046,0,0,0,0,0,0,0,14,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",105542,159974,174886,155418,184375,226017,241561,265967,282987,327206,347906,368907,387315,434615,464284,481249,509679,532716,554143,572395,599843,621827,641753,638050,640864,640872,635175,640190,637576,635576,636422,651376,684684,688398,685642,691007,685028,689669,686472,691277,684518,682361,666326,620661,596646,582633,541871,518440,490485,467827,420656,408936,386585,345857,330568,308269,275707,265242,276486,206565,162032,132345,",5,1,3094,0,39,5,1023.1405555555556,4,3600,241067,3136680,3686400,983040,,true,,,
13,A,basic,detour,,,0.11.0,2a702c33,2048,65536,true,2,512,3,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,56,1289,"31,8",1515,"31,9,2853",0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,0,,0,,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
14,A,basic,straight,,,0.11.0,793fb1be,2048,65536,true,2,512,5,0,82,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,54,546,"33,28",709,"33,29,2704",0,63,33,91,2338,0,"4,32,3",753,"41,28",261,973,"42,28,3289",5028,"4,32",1854,"6,32",165,1,12,18,0,,0,,95371,1988,3550733,0,65536,1024,0,0,297,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",537,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",85602,116796,128886,80763,90999,91393,93803,92234,94843,92950,96032,92168,92258,96621,94534,96936,94745,97199,94896,97308,95228,97597,95422,97912,95399,97284,95170,97087,94997,97498,93829,66387,134556,138656,140137,146295,143466,144704,146822,146559,152187,150300,152724,147668,150045,151477,151714,149911,144826,151056,148849,143434,141007,142777,136026,132797,129458,128364,231052,171618,127751,89230,",5,1,3174,0,2,5,1023.1183333333333,4,3600,1657645,3388097,3686400,589824,,false,,,
14,A,basic,distributed,,,0.11.0,ddf70270,2048,65536,true,2,512,5,0,69,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,54,887,"31,9",980,"31,9,1803",0,63,6,84,2595,0,"4,32,3",1099,"41,8",471,1566,"19,8,3277",4130,"4,32",1566,"19,8",3277,1,2536,31,0,,0,,12566,1718,1519335,2042669,65536,1024,0,0,578,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,327680,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1048,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108967,157055,176048,152464,185411,229793,246532,266771,289423,331767,358030,369717,397509,443617,468710,493130,522105,541196,572466,582110,614935,635300,661602,659594,660444,661407,663747,669330,657041,662959,663549,663405,684178,688184,683981,691477,686686,687058,686684,689859,694329,678943,662834,630023,597954,587338,543043,517909,495156,475138,425024,408062,388999,342974,327733,309115,272049,263089,267207,201715,169047,130157,",5,1,3092,0,39,5,1023.1411111111111,4,3600,242952,3127829,3686400,983040,,true,,,
14,A,basic,detour,,,0.11.0,2a702c33,2048,65536,true,2,512,5,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,54,1289,"31,8",1515,"31,9,2853",0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,0,,0,,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
15,A,basic,straight,,,0.11.0,2eecc168,2048,65536,true,2,512,9,0,80,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,50,354,"32,36",621,"32,28,1180",0,63,33,91,2353,0,"4,32,3",784,"44,28",299,928,"44,28,2667",5028,"4,32",1854,"6,32",165,1,12,20,0,,0,,96209,2017,3904340,0,65536,1024,0,0,312,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",541,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",88837,121464,133365,86291,98708,98388,100015,100774,100810,101184,104256,107029,104619,105790,110394,106550,106765,111696,109577,110920,120461,113077,118784,117107,118108,121248,119949,124272,121416,125892,130147,127254,132640,140804,138782,134688,145391,143966,140700,147277,144971,146505,145577,155760,145241,153144,144683,149276,148894,148602,142427,146669,137683,134008,138672,132689,126914,124357,236311,171688,127434,91594,",5,1,3206,0,2,5,1023.1094444444444,4,3600,1737256,3373965,3686400,589824,,false,,,
15,A,basic,distributed,,,0.11.0,aea5506b,2048,65536,true,2,512,9,0,69,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,50,866,"32,10",998,"31,9,3519",0,63,6,84,2596,0,"4,32,3",1366,"19,8",481,1570,"19,8,1448",4129,"4,32",1570,"19,8",1448,1,2032,31,0,,0,,13420,1718,1619150,2043229,65536,1024,0,0,580,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,393216,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1050,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108968,155744,177944,159325,181477,232605,246218,268552,292726,336080,354727,379476,399046,445007,476732,497302,521790,546662,573948,595704,611398,656610,662866,669149,666952,670737,666043,664439,669209,664796,668762,664491,688794,683853,687213,686471,682587,688298,690473,688126,681363,684773,667202,623740,594318,580825,546990,516400,492728,473645,424868,412119,391801,342525,333327,305384,274288,257806,284269,207236,162806,129152,",5,1,3094,0,39,5,1023.1405555555556,4,3600,241719,3125227,3686400,983040,,true,,,
15,A,basic,detour,,,0.11.0,2a702c33,2048,65536,true,2,512,9,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,50,1289,"31,8",1515,"31,9,2853",0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,0,,0,,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
