pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorBlocksOutOfField,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.blockedFrontDensityMax,measurement.blockedFrontDensityMaxCell,measurement.blockedFrontDensityPeak,measurement.blockedFrontDensityPeakCell,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fieldEdgeDensityMax,measurement.fieldEdgeDensityMaxCell,measurement.fieldEdgeDensityPeak,measurement.fieldEdgeDensityPeakCell,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
26,A,basic,detour,,,0.11.0,d7b11cdc,2048,0,true,4,512,5,0,49,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",30,54,1573,"32,10",2115,"31,7,1264",0,63,6,72,3048,65536,,2067,"22,6",984,2662,"20,6,2991",8638,"4,32",3089,"18,7",1725,3,1359,51,2024,"63,33",2631,"63,34,3256",3315998,7030,0,3204227,65536,1024,0,0,1147,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,0,0,0,0,0,0,0,27,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","169567,205512,245639,289809,236630,265474,296945,311116,334725,351977,355965,367269,389054,377664,379304,392955,387896,372153,368436,345538,321968,289848,282239,245896,256714,251880,244446,247830,243124,247802,245735,249529,105307,235624,230291,234137,235179,234045,234159,229058,231216,240931,277202,300701,324501,373361,371940,382170,407912,403404,404827,436102,428656,411903,406870,418468,394233,395149,375546,365876,301772,257830,198905,166687",5,1,7587,0,39,5,1102.4502777777777,4,3600,0,2663137,3686400,1245184,,true,,,
27,A,basic,straight,,,0.11.0,466a8915,2048,0,true,4,512,9,0,86,0,"0,0,1,4,8,7,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",20,50,183,"33,26",257,"33,27,2451",0,63,33,91,2345,65536,,309,"43,26",107,363,"45,26,3010",18994,"4,32",2080,"28,32",1721,7,1295,14,161,"63,30",197,"63,30,2809",12386742,3598,3672220,0,65536,1024,0,0,301,",,65536,65536,174762,152917,851968,360448,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,589824,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",799,0,0,0,0,0,0,0,8,"0,0,1,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","135124,176742,221636,109858,36325,75821,81514,82489,84684,87209,87474,91672,95983,95594,98238,104078,101308,108112,107141,112081,107900,112893,115796,119998,117265,119872,121036,123378,123283,126016,129369,128757,86571,145873,156775,151807,157633,157929,159445,171098,157604,167773,171937,172217,169586,170245,171189,170654,171321,171593,168198,165007,166637,159433,162706,153413,156171,152659,150913,314375,249874,205629,162915,129836",5,1,17968,0,24,5,1271.2902777777779,4,3600,0,3382026,3686400,851968,,false,,,
27,A,basic,distributed,,,0.11.0,721e54b8,2048,0,true,4,512,9,0,52,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,14,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",20,50,1080,"32,10",1361,"31,7,1898",0,63,6,77,2841,65536,,1339,"29,6",516,1691,"20,6,2110",5484,"4,32",2028,"5,31",2434,2,3334,48,1147,"63,31",1622,"63,28,2859",956018,5960,1452519,2130799,65536,1024,0,0,854,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,458752,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1468,0,0,0,0,0,0,0,22,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","161868,195195,224398,253829,221971,240351,264082,270151,314878,336506,353371,376599,415945,446160,467630,491860,510573,533051,559572,566338,582300,599011,627526,639567,636049,636962,642397,631438,637828,638177,634096,643647,640620,668339,670538,670052,683436,673704,680535,692151,679792,694386,680964,668787,648397,640652,614345,599122,576577,558963,538675,524427,501853,463547,445889,422139,384788,370163,353789,357459,297735,261901,202153,171175",5,1,4429,0,2,5,1056.4008333333334,4,3600,0,2872458,3686400,1245184,,true,,,
27,A,basic,detour,,,0.11.0,d7b11cdc,2048,0,true,4,512,9,0,49,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",30,50,1573,"32,10",2115,"31,7,1264",0,63,6,72,3048,65536,,2067,"22,6",984,2662,"20,6,2991",8638,"4,32",3089,"18,7",1725,3,1359,51,2024,"63,33",2631,"63,34,3256",3315998,7030,0,3204227,65536,1024,0,0,1147,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,0,0,0,0,0,0,0,27,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","169567,205512,245639,289809,236630,265474,296945,311116,334725,351977,355965,367269,389054,377664,379304,392955,387896,372153,368436,345538,321968,289848,282239,245896,256714,251880,244446,247830,243124,247802,245735,249529,105307,235624,230291,234137,235179,234045,234159,229058,231216,240931,277202,300701,324501,373361,371940,382170,407912,403404,404827,436102,428656,411903,406870,418468,394233,395149,375546,365876,301772,257830,198905,166687",5,1,7587,0,39,5,1102.4502777777777,4,3600,0,2663137,3686400,1245184,,true,,,
28,A,basic,straight,,,0.11.0,adccfc92,2048,65536,true,4,512,1,0,16,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,2,3,3,3,3,3,3,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0",101,58,3569,"31,27",3795,"31,27,3590",0,63,6,44,-1,0,"4,32,3",7754,"4,26",2389,7759,"0,29,3570",10139,"3,31",10139,"3,31",3597,3,3597,84,8450,"0,33",8893,"0,32,3600",31103320,222023,1695540,0,65536,1024,0,0,2399,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,65536,131072,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,327680,262144,163840,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,,,,,",719,0,0,0,0,0,0,0,55,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0","129401,164398,200361,234339,237267,237660,240307,240649,242650,242520,243983,243120,244731,243584,245016,243333,245046,246144,242233,241838,246673,241707,246939,243965,248598,243674,247021,239979,249546,246875,247201,243963,0,87374,92690,95825,96161,94208,104867,96975,100692,107610,106543,111064,109110,111851,106559,112727,110238,108894,108058,111465,107463,111524,111942,112129,108394,115254,105198,283942,240910,198795,161777,132104",5,1,8060,2,2,5,1118.913611111111,3,3600,4643588,1627668,3686400,851968,,true,,,
28,A,basic,distributed,,,0.11.0,f92b09f9,2048,65536,true,4,512,1,0,49,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,6,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",21,58,1603,"31,35",2070,"31,30,2038",0,63,6,76,2900,0,"4,32,3",1368,"31,37",568,1907,"30,27,3018",4150,"4,32",2182,"30,28",1677,1,3252,51,979,"63,28",1379,"63,32,2665",23871,1708,1146276,2058723,65536,1024,0,0,938,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,196608,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1460,0,0,0,0,0,0,0,23,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","159202,209364,233397,269712,252749,278522,306476,326436,369716,398932,426611,447617,489234,508831,535747,568315,576729,612378,640213,651488,672562,691710,706802,711717,707984,712298,696776,718697,689528,697955,698835,686232,636719,675870,678537,683795,685833,689439,702431,696564,695416,712610,684300,671498,661218,644068,623273,604645,586014,566040,542469,525414,509134,471944,448534,428935,372459,371739,356478,366034,303059,256605,198612,169785",5,1,3107,0,30,5,1023.1369444444445,4,3600,957352,2814332,3686400,1245184,,false,,,
28,A,basic,detour,,,0.11.0,ce74f9f6,2048,65536,true,4,512,1,0,49,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",24,58,1542,"33,7",1850,"31,7,3180",0,63,6,73,2988,0,"4,32,3",1699,"21,6",935,2219,"19,6,2521",4254,"4,32",2471,"19,7",3013,1,1734,51,1559,"63,33",1950,"63,32,2801",102276,3332,0,3211042,65536,1024,0,0,1080,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,0,0,0,0,0,0,0,26,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","166481,206154,242481,278308,269411,298300,326066,338191,367616,372905,374602,383639,404907,381297,388425,385140,386565,371565,367961,354614,331290,292424,280375,247654,255342,252255,250658,251392,253264,247612,251194,245815,102762,245903,234561,241073,240710,242718,244269,238686,246392,244618,287056,305007,332803,368688,385141,387854,401602,399661,401067,421937,423801,404089,408539,404365,384120,391326,368523,359004,302816,260656,200850,165525",5,1,3192,0,40,5,1023.1133333333333,4,3600,2699994,2723377,3686400,1245184,,true,,,
29,A,basic,straight,,,0.11.0,8e587196,2048,65536,true,4,512,3,0,72,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,56,1543,"32,31",1544,"32,31,2564",0,63,6,90,2399,0,"4,32,3",608,"43,26",252,732,"44,26,2852",5028,"4,32",1854,"6,32",105,1,12,28,330,"63,34",393,"63,34,2645",95989,2004,3524613,0,65536,1024,0,0,353,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,196608,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",793,0,0,0,0,0,0,0,9,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","126328,164568,193489,205307,131544,143956,145881,152499,144046,153825,150544,150975,152178,152073,158401,157219,154948,158788,160843,158757,163283,158786,155057,157822,163314,154680,162071,157867,163498,155946,161044,153418,53482,193980,196813,194508,204896,199610,201411,206862,209237,206141,211850,211009,208529,209400,217025,212776,213051,214623,208151,214942,206418,205722,200368,202315,191265,198003,186476,309628,254913,207279,165955,131593",5,1,3179,0,2,5,1023.1169444444445,4,3600,1789184,3325098,3686400,851968,,false,,,
29,A,basic,distributed,,,0.11.0,be737521,2048,65536,true,4,512,3,0,52,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,8,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",15,56,839,"32,10",1084,"31,8,2142",0,63,6,79,2790,0,"4,32,3",1116,"19,6",468,1453,"19,6,1206",4131,"4,32",1553,"19,8",2302,1,1710,48,1099,"63,31",1322,"63,31,2126",13599,1708,1447797,1883141,65536,1024,0,0,795,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,262144,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1462,0,0,0,0,0,0,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","163653,200180,226252,252043,236265,264606,288006,297673,342837,369534,385785,408115,449677,468976,500741,514433,535392,562560,586589,598123,610296,630303,653691,657421,661047,666325,662483,653575,664390,660555,658336,658632,658033,723088,721959,732969,723536,723744,722231,736683,720157,729514,707426,688514,683935,663860,645234,621033,591720,577747,555047,528476,514691,473640,449504,427527,376230,371326,361218,364243,303640,257302,202971,166617",5,1,3095,0,39,5,1023.1402777777778,4,3600,271648,2926068,3686400,1245184,,true,,,
29,A,basic,detour,,,0.11.0,ce74f9f6,2048,65536,true,4,512,3,0,49,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",24,56,1542,"33,7",1850,"31,7,3180",0,63,6,73,2988,0,"4,32,3",1699,"21,6",935,2219,"19,6,2521",4254,"4,32",2471,"19,7",3013,1,1734,51,1559,"63,33",1950,"63,32,2801",102276,3332,0,3211042,65536,1024,0,0,1080,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,0,0,0,0,0,0,0,26,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","166481,206154,242481,278308,269411,298300,326066,338191,367616,372905,374602,383639,404907,381297,388425,385140,386565,371565,367961,354614,331290,292424,280375,247654,255342,252255,250658,251392,253264,247612,251194,245815,102762,245903,234561,241073,240710,242718,244269,238686,246392,244618,287056,305007,332803,368688,385141,387854,401602,399661,401067,421937,423801,404089,408539,404365,384120,391326,368523,359004,302816,260656,200850,165525",5,1,3192,0,40,5,1023.1133333333333,4,3600,2699994,2723377,3686400,1245184,,true,,,
30,A,basic,straight,,,0.11.0,62cae234,2048,65536,true,4,512,5,0,71,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,54,604,"33,28",789,"33,27,2522",0,63,6,90,2402,0,"4,32,3",694,"41,38",259,878,"39,26,1942",5028,"4,32",1855,"6,32",2990,1,12,29,300,"63,30",459,"63,30,2929",95407,1997,3534968,0,65536,1024,0,0,357,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",795,0,0,0,0,0,0,0,9,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","129444,158940,190392,205370,122210,139432,145157,145737,141465,142295,141726,137588,141407,147101,138727,142432,138810,145929,139263,147220,141848,146645,142501,142985,143177,136308,144066,144898,145461,137866,141711,140412,66501,213729,211195,207429,218406,206761,218171,215494,214243,222657,216111,219207,220326,221255,218618,219642,216824,222949,220074,212782,215486,215150,202634,208699,203928,201143,194297,305818,254410,209388,162144,133810",5,1,3175,0,2,5,1023.1180555555555,4,3600,1642115,3322140,3686400,851968,,false,,,
30,A,basic,distributed,,,0.11.0,2a046c3a,2048,65536,true,4,512,5,0,52,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,10,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",15,54,967,"31,8",1108,"31,7,2518",0,63,6,78,2804,0,"4,32,3",1101,"20,6",496,1428,"19,6,3350",4133,"4,32",1552,"18,7",3299,1,1862,48,1072,"63,32",1343,"63,33,2537",15106,1708,1591204,1884569,65536,1024,0,0,808,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,327680,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1464,0,0,0,0,0,0,0,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","167293,195196,230849,259311,238766,264829,293432,305167,350980,376642,398836,424001,460340,488769,512538,534443,548221,590169,602058,619336,633602,650801,679227,689114,694598,680231,693152,689501,694093,690592,691632,696910,664165,724521,717350,712748,727702,713067,724527,724380,721129,729364,706668,701213,678351,656043,636485,622205,594612,570407,560245,526575,510712,476589,454687,423872,384795,374231,350939,371650,299555,262014,195761,162879",5,1,3100,0,39,5,1023.1388888888889,4,3600,273753,2911175,3686400,1245184,,true,,,
30,A,basic,detour,,,0.11.0,ce74f9f6,2048,65536,true,4,512,5,0,49,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",24,54,1542,"33,7",1850,"31,7,3180",0,63,6,73,2988,0,"4,32,3",1699,"21,6",935,2219,"19,6,2521",4254,"4,32",2471,"19,7",3013,1,1734,51,1559,"63,33",1950,"63,32,2801",102276,3332,0,3211042,65536,1024,0,0,1080,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,0,0,0,0,0,0,0,26,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","166481,206154,242481,278308,269411,298300,326066,338191,367616,372905,374602,383639,404907,381297,388425,385140,386565,371565,367961,354614,331290,292424,280375,247654,255342,252255,250658,251392,253264,247612,251194,245815,102762,245903,234561,241073,240710,242718,244269,238686,246392,244618,287056,305007,332803,368688,385141,387854,401602,399661,401067,421937,423801,404089,408539,404365,384120,391326,368523,359004,302816,260656,200850,165525",5,1,3192,0,40,5,1023.1133333333333,4,3600,2699994,2723377,3686400,1245184,,true,,,
31,A,basic,straight,,,0.11.0,2fb37f67,2048,65536,true,4,512,9,0,68,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,50,623,"33,27",697,"33,27,2096",0,63,6,89,2429,0,"4,32,3",618,"38,26",290,841,"42,26,2646",5028,"4,32",1854,"6,32",105,1,12,32,299,"63,33",425,"63,33,2696",96681,2032,3857817,0,65536,1024,0,0,381,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,589824,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",799,0,0,0,0,0,0,0,10,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","129216,158069,200141,209728,142306,150329,153834,160815,154152,168262,153160,161777,165839,161375,164994,174160,170220,167585,181716,176968,172264,174149,182637,176301,184655,183091,185465,182382,185520,188560,191172,190605,130164,202380,201716,208085,209929,204462,211431,217323,215604,206579,219461,218241,211593,217525,222179,221864,212742,211665,215309,217802,208105,211673,202128,203889,204214,191291,194856,305300,250903,208135,166008,127338",5,1,3196,0,2,5,1023.1122222222223,4,3600,1719851,3296024,3686400,851968,,false,,,
