sourceWidth,sinkWidth,ratio,advectionWeight,diffusionWeight,inputName,stateHash,w0,coherenceLength,coherenceLengthSigma,bandCellsX4,segmentCountX4,meanSegmentWidthX4,bandCellsX8,segmentCountX8,meanSegmentWidthX8,bandCellsX12,segmentCountX12,meanSegmentWidthX12,bandCellsX16,segmentCountX16,meanSegmentWidthX16,bandCellsX20,segmentCountX20,meanSegmentWidthX20,bandCellsX24,segmentCountX24,meanSegmentWidthX24,bandCellsX28,segmentCountX28,meanSegmentWidthX28,bandCellsX32,segmentCountX32,meanSegmentWidthX32,bandCellsX36,segmentCountX36,meanSegmentWidthX36,bandCellsX40,segmentCountX40,meanSegmentWidthX40,bandCellsX44,segmentCountX44,meanSegmentWidthX44,bandCellsX48,segmentCountX48,meanSegmentWidthX48,bandCellsX52,segmentCountX52,meanSegmentWidthX52,bandCellsX56,segmentCountX56,meanSegmentWidthX56,bandCellsX60,segmentCountX60,meanSegmentWidthX60,occupiedPeak,totalCompleted,completionRatio,outOfFieldRatio,densityMax,densityMaxCell,densityMaxExSource,maxStagnation,backflowEvents,criterion2PassCount,criterion2,criterion3Median1TwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints,criterion3,criterion4
9,3,4:1,65536,16384,distributed,857d270d,4194304,63,6,63,1,4128768,63,1,4128768,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,63,1,4128768,64,1,4194304,62,1,4063232,61,1,3997696,61,1,3997696,62,1,4063232,61,1,3997696,62,1,4063232,60,1,3932160,4071,879489,23,66,824,4:36,732,0,0,0,FAIL,2516,1321,1158,FAIL,FAIL
9,3,4:1,65536,16384,detour,1fb7a590,4128768,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,63,1,4128768,63,1,4128768,63,1,4128768,63,1,4128768,60,1,3932160,60,1,3932160,60,1,3932160,4073,978520,26,64,760,4:29,664,0,0,0,FAIL,2516,1321,1158,FAIL,FAIL
9,3,16:1,65536,4096,straight,e84e9ccd,4194304,63,6,61,1,3997696,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,59,1,3866624,52,1,3407872,44,1,2883584,30,2,983040,15,1,983040,23,1,1507328,24,1,1572864,3223,1764334,47,42,764,58:31,764,0,0,0,FAIL,2282,1154,1358,FAIL,FAIL
9,3,16:1,65536,4096,distributed,b555ee74,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,60,1,3932160,4056,959893,26,61,825,4:36,757,0,0,0,FAIL,2282,1154,1358,FAIL,FAIL
9,3,16:1,65536,4096,detour,db442084,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,58,1,3801088,4046,1047986,28,58,769,4:29,701,0,0,0,FAIL,2282,1154,1358,FAIL,FAIL
9,5,4:1,65536,16384,straight,f5415ce9,4063232,63,6,60,1,3932160,62,1,4063232,62,1,4063232,62,1,4063232,62,1,4063232,62,1,4063232,61,1,3997696,61,1,3997696,62,1,4063232,60,1,3932160,61,1,3997696,61,1,3997696,60,1,3932160,58,1,3801088,45,2,1474560,3999,2149378,58,34,752,58:31,752,0,0,0,FAIL,2589,1596,2090,FAIL,FAIL
9,5,4:1,65536,16384,distributed,345b952a,4194304,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,63,1,4128768,63,1,4128768,62,1,4063232,62,1,4063232,61,1,3997696,62,1,4063232,61,1,3997696,61,1,3997696,60,1,3932160,4071,906869,24,66,824,4:36,730,0,0,0,FAIL,2589,1596,2090,FAIL,FAIL
9,5,4:1,65536,16384,detour,8ab2de01,4194304,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,63,1,4128768,64,1,4194304,62,1,4063232,63,1,4128768,62,1,4063232,62,1,4063232,62,1,4063232,59,1,3866624,4069,1146015,31,59,760,4:29,664,0,0,0,FAIL,2589,1596,2090,FAIL,FAIL
9,5,16:1,65536,4096,straight,593b3796,4194304,63,6,61,1,3997696,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,59,1,3866624,52,1,3407872,44,1,2883584,30,2,983040,5,1,327680,5,1,327680,0,0,,2977,2191576,59,31,764,58:31,764,0,0,0,FAIL,2405,1574,2112,FAIL,FAIL
9,5,16:1,65536,4096,distributed,29d8f55f,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,60,1,3932160,4055,1003991,27,60,825,4:36,759,0,0,0,FAIL,2405,1574,2112,FAIL,FAIL
9,5,16:1,65536,4096,detour,5e70eb9e,4194304,63,6,63,1,4128768,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,58,1,3801088,4037,1265407,34,53,769,4:29,700,0,0,0,FAIL,2405,1574,2112,FAIL,FAIL
9,9,4:1,65536,16384,straight,51ef5cee,3932160,63,6,60,1,3932160,62,1,4063232,62,1,4063232,62,1,4063232,62,1,4063232,62,1,4063232,61,1,3997696,61,1,3997696,61,1,3997696,61,1,3997696,60,1,3932160,60,1,3932160,60,1,3932160,56,1,3670016,39,2,1277952,3945,2159647,58,34,756,58:31,756,0,0,0,FAIL,2537,1726,2241,FAIL,FAIL
9,9,4:1,65536,16384,distributed,34c44227,4194304,63,6,63,1,4128768,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,62,1,4063232,62,1,4063232,62,1,4063232,61,1,3997696,62,1,4063232,61,1,3997696,51,2,1671168,4053,968278,26,64,824,4:36,728,0,0,0,FAIL,2537,1726,2241,FAIL,FAIL
9,9,4:1,65536,16384,detour,1d54a61f,4194304,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,62,1,4063232,62,1,4063232,62,1,4063232,61,1,3997696,61,1,3997696,52,2,1703936,4046,1264203,34,56,760,4:29,664,0,0,0,FAIL,2537,1726,2241,FAIL,FAIL
9,9,16:1,65536,4096,straight,593b3796,4194304,63,6,61,1,3997696,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,59,1,3866624,52,1,3407872,44,1,2883584,30,2,983040,5,1,327680,5,1,327680,0,0,,2977,2191576,59,31,764,58:31,764,0,0,0,FAIL,2514,1920,2526,FAIL,FAIL
9,9,16:1,65536,4096,distributed,366ad25c,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,55,2,1802240,4029,1099694,29,57,825,4:36,755,0,0,0,FAIL,2514,1920,2526,FAIL,FAIL
9,9,16:1,65536,4096,detour,4d52745e,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,54,2,1769472,4023,1422268,38,48,769,4:29,692,0,0,0,FAIL,2514,1920,2526,FAIL,FAIL
9,17,4:1,65536,16384,straight,7ae34a70,4063232,63,6,60,1,3932160,62,1,4063232,62,1,4063232,64,1,4194304,62,1,4063232,62,1,4063232,62,1,4063232,60,1,3932160,60,1,3932160,61,1,3997696,60,1,3932160,61,1,3997696,59,1,3866624,54,1,3538944,28,2,917504,3879,2166043,58,34,752,58:31,752,0,0,0,FAIL,2379,1722,2092,FAIL,FAIL
9,17,4:1,65536,16384,distributed,b6df27cf,4194304,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,62,1,4063232,62,1,4063232,61,1,3997696,61,1,3997696,62,1,4063232,62,1,4063232,61,1,3997696,42,2,1376256,4005,1038565,28,62,824,4:36,724,0,0,0,FAIL,2379,1722,2092,FAIL,FAIL
9,17,4:1,65536,16384,detour,771c4841,4128768,63,6,62,1,4063232,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,62,1,4063232,62,1,4063232,62,1,4063232,61,1,3997696,60,1,3932160,44,2,1441792,3998,1363523,36,53,760,4:29,664,0,0,0,FAIL,2379,1722,2092,FAIL,FAIL
9,17,16:1,65536,4096,straight,593b3796,4194304,63,6,61,1,3997696,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,59,1,3866624,52,1,3407872,44,1,2883584,30,2,983040,5,1,327680,5,1,327680,0,0,,2977,2191576,59,31,764,58:31,764,0,0,0,FAIL,2372,1933,2310,FAIL,FAIL
9,17,16:1,65536,4096,distributed,df290e83,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,47,2,1540096,3983,1176058,31,55,825,4:36,749,0,0,0,FAIL,2372,1933,2310,FAIL,FAIL
9,17,16:1,65536,4096,detour,334aff68,4194304,63,6,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,64,1,4194304,63,1,4128768,45,2,1474560,3968,1539174,41,45,769,4:29,689,0,0,0,FAIL,2372,1933,2310,FAIL,FAIL
