pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldRatio,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
3,B,perturbation,distributed,1,10,0.8.0,c129d68f,512,3,0,55,0,"23,24,28,29,31,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,34,34,34,34,34,8,46,47,46,46,47,47,47,47,47,48,52,52,53,53,54,54,54,54,55,56,54,53,52,53,50,48,41,42,39,32,20",19,56,0,63,6,34,-1,4972,"4,32",1948,"5,31",201,1,156,45,723916,3594,[object Object],65536,1024,0,0,1250,"1507328,786432,1835008,950272,2031616,2162688,2162688,2162688,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2162688,2162688,2228224,2228224,2228224,2228224,2228224,262144,1507328,1540096,1507328,3014656,1540096,3080192,1540096,3080192,3080192,1572864,851968,3407872,3473408,3473408,1769472,1179648,1769472,1769472,1802240,1835008,1769472,3473408,1703936,1157802,1638400,3145728,671744,1376256,1277952,1048576,436906",3045,1888526,51,13,"1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,4,1,1,1,2,3,2,2,2,2,2,1,2,3,2,1,4,2,2,2,3","471323,483180,493963,491959,430269,442394,436209,454561,454959,465351,467719,469911,477709,472808,474316,479354,472591,478318,467614,476766,477282,469420,457414,457135,458522,453041,451433,450189,452709,450409,458616,464055,606540,719711,720126,721691,723635,718308,716618,722763,714829,712801,716081,718729,704861,718251,702629,704219,703564,704978,700696,705080,716869,705940,698509,671306,659518,638401,621290,924574,910894,910963,894733,851576",5,1,3948,[object Object],5,1038.8344444444444,4,3600,1288173,3686400,2162688,153,,557,,
4,B,basic,straight,,,0.8.0,1e9810f5,65536,9,0,91,0,"0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,14,17,18,19,18,18,20,19,17,22,19,19,18,18,17,16,16,12,11,8,5,5,5,5,5,5,0,0,0,0,0",38,50,0,63,10,88,2385,4164,"4,32",3868,"6,32",42,1,29,9,0,0,[object Object],65536,1024,0,0,286,",,,65536,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,131072,327680,131072,139264,131072,249036,196608,235929,218453,155648,371370,360448,311296,249036,393216,196608,222822,349525,349525,262144,180224,174762,327680,327680,327680,327680,327680,327680,,,,,",2950,125583,3,7,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,8,9,5,6,5,6,8,3,4,4,5,3,6,5,3,3,3,4,3,1,1,1,1,1,1,0,0,0,0,0",",,,0,12967,15628,18728,21201,64105,106037,139742,167950,196271,224589,251562,275756,302877,321751,339151,360989,381501,387657,391461,394996,402255,410442,409514,418736,426266,427117,435771,427345,218108,532040,541226,543645,538111,539362,546962,538623,545470,537323,541723,542313,543311,539501,540363,534239,540283,543151,542269,532763,532895,529777,528769,519034,525882,519209,489752,1119886,1079439,1028779,1008463,985143",5,1,3140,[object Object],5,1038.0897222222222,4,3600,3279322,3686400,196608,,false,410,,
4,B,basic,distributed,,,0.8.0,fc4994ad,65536,9,0,55,0,"23,26,30,31,32,33,33,33,34,34,34,34,34,34,34,34,34,34,34,35,34,36,37,35,39,41,39,37,40,39,40,40,14,42,44,42,44,45,44,48,47,48,48,50,54,52,52,52,51,54,53,52,54,52,50,50,48,48,45,38,38,37,28,14",19,50,0,63,6,37,-1,4148,"4,32",1912,"5,31",40,1,31,45,0,0,[object Object],65536,1024,0,0,1082,"1507328,1703936,1966080,2031616,2097152,2162688,2162688,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,1146880,2228224,1179648,808277,1146880,638976,671744,638976,606208,873813,851968,1310720,655360,458752,917504,961194,917504,961194,983040,961194,1048576,616038,786432,786432,1092266,3538944,1703936,1135957,3407872,1671168,1179648,1157802,1135957,3538944,1703936,1638400,819200,3145728,1572864,2949120,830122,830122,1212416,611669,229376",3379,1809217,49,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,4,4,4,4,3,3,2,4,2,3,3,3,3,3,3,3,5,4,4,3,1,2,3,1,2,3,3,3,1,2,2,4,1,2,1,3,3,2,3,4","481577,493008,500850,502380,453370,450222,454114,458368,467603,474679,474896,478124,478987,489172,492029,509347,504538,520530,526885,535877,529716,535196,520530,535457,530132,529732,530718,519603,537595,529512,537916,522336,570645,624482,630693,631176,624476,636145,627057,634843,652575,635572,642811,647784,656002,649503,648835,649843,649500,657521,650763,657917,674736,677384,671838,664239,633270,606778,600361,909647,901154,900101,880126,834705",5,1,3124,[object Object],5,1034.1030555555556,4,3600,1393987,3686400,2162688,,true,410,,
4,B,basic,detour,,,0.8.0,461d5aff,65536,9,0,38,0,"34,47,52,55,58,58,59,60,61,61,60,62,62,62,61,63,62,63,62,63,63,63,63,63,63,63,63,63,62,62,63,62,14,51,52,52,51,51,54,53,55,55,57,58,58,58,59,58,59,57,58,57,56,56,56,55,53,52,49,44,44,38,25,6",20,50,0,63,6,7,-1,4169,"4,32",2038,"5,31",1427,1,673,62,0,0,[object Object],65536,1024,0,0,6264,"742741,1540096,1703936,1802240,1900544,1900544,3866624,3932160,3997696,3997696,3932160,4063232,4063232,4063232,3997696,4128768,4063232,4128768,4063232,4128768,4128768,4128768,4128768,4128768,4128768,4128768,4128768,4128768,4063232,4063232,4128768,4063232,458752,3342336,1135957,1703936,1671168,3342336,1769472,1736704,1802240,1802240,1867776,3801088,3801088,3801088,3866624,1267029,3866624,1245184,1900544,1867776,3670016,1835008,3670016,3604480,1736704,851968,1605632,720896,576716,1245184,234057,131072",4031,2908832,78,14,"3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,2,2,2,1,1,1,1,3,1,3,2,2,1,2,1,1,2,4,2,4,5,2,7,3","849674,882907,903211,891645,575394,584548,607543,638849,657090,696922,716481,738490,758492,793930,809718,814879,825789,858158,869297,865054,885784,872188,890225,878451,891177,892965,880279,892477,893876,888084,886775,916725,632875,853277,865415,869681,865340,880864,869963,872727,877177,885534,870913,882781,867338,874980,863474,857237,860276,843932,847515,839987,850423,835652,851844,843687,844187,840735,859016,985108,972159,978848,963319,895194",5,1,3145,[object Object],5,1039.4988888888888,4,3600,258438,3686400,3866624,,true,410,,
4,B,perturbation,distributed,1,1,0.8.0,bfbfb72a,65536,9,0,54,0,"23,25,28,30,32,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,38,38,39,40,36,38,42,39,37,14,44,44,45,47,47,47,49,48,50,51,50,51,52,51,52,54,52,52,53,53,53,51,50,50,47,44,39,39,36,29,12",19,50,0,63,6,38,-1,4148,"4,32",1916,"5,31",69,1,29,46,0,0,[object Object],65536,1024,0,0,1094,"1507328,1638400,917504,983040,2097152,1081344,2162688,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,830122,622592,851968,524288,589824,830122,688128,851968,606208,458752,1441792,961194,983040,1026730,770048,770048,802816,1048576,1638400,1671168,1638400,1114112,3407872,835584,1703936,1769472,1135957,1703936,1736704,3473408,1736704,1671168,1092266,3276800,1540096,961194,638976,851968,786432,475136,196608",3383,1758484,47,13,"1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,5,4,3,4,3,4,2,2,3,3,3,4,4,4,3,2,2,2,3,1,4,2,2,3,2,2,1,2,2,3,1,2,3,4,3,3,4,4","466404,490304,488380,498083,464533,441096,460463,457470,461638,475660,473074,478349,478400,488083,500032,491745,506931,509356,524117,520991,521983,513995,522667,507173,520902,518261,513546,516124,516373,524820,513723,518452,566600,609462,612277,611471,615878,612920,611173,620713,625434,616909,629169,629406,626035,652336,625267,623085,638487,641474,637214,659109,654616,666811,662577,650096,627672,606688,594173,924263,895329,904979,864758,830502",5,1,3124,[object Object],5,1034.1027777777779,4,3600,1424052,3686400,2162688,215,,410,,
4,B,perturbation,distributed,1,2,0.8.0,a6d9ec94,65536,9,0,54,0,"22,26,28,30,32,32,32,34,34,34,34,34,33,34,34,34,34,34,34,34,34,35,35,36,39,36,40,38,39,39,39,38,13,44,47,44,46,44,49,44,48,49,49,52,52,52,54,54,51,53,53,53,52,52,52,52,50,46,46,37,40,35,29,15",19,50,0,63,6,38,-1,4148,"4,32",1916,"5,31",199,1,31,46,0,0,[object Object],65536,1024,0,0,1099,"1441792,851968,1835008,983040,2097152,2097152,2097152,2228224,2228224,2228224,2228224,2228224,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,1146880,1146880,786432,638976,786432,655360,622592,1277952,851968,851968,498073,283989,961194,3080192,961194,1507328,961194,1070421,1441792,786432,802816,802816,3407872,1703936,1703936,1179648,3538944,1671168,1736704,1736704,1736704,3407872,1703936,1135957,1135957,1092266,3014656,1507328,808277,1310720,1146880,475136,245760",3369,1744139,47,13,"1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,4,4,2,3,3,5,3,3,1,3,2,3,3,2,4,4,4,1,2,2,3,1,2,2,2,2,1,2,3,3,3,1,2,3,2,2,4,4","473158,506868,493771,501375,465514,446587,450283,462855,465348,473374,468577,477603,480875,485136,485615,494537,489981,510593,505586,513376,516174,509063,518045,502347,509657,523496,504841,507131,520024,512490,509323,512714,559546,609196,599051,618279,604477,617127,622089,599983,633091,621329,619444,630987,638643,630994,638334,635229,639140,640192,646801,655828,657453,666362,676172,658206,634386,609440,596655,913839,906183,904357,860811,838557",5,1,3124,[object Object],5,1034.1030555555556,4,3600,1432348,3686400,2097152,275,,410,,
4,B,perturbation,distributed,1,3,0.8.0,29748a31,65536,9,0,57,0,"23,24,28,29,32,32,33,33,34,34,34,35,34,38,36,38,39,40,43,45,44,43,44,44,48,48,51,48,47,47,48,49,14,48,47,47,46,46,47,46,46,47,46,46,48,50,53,50,52,51,53,53,52,52,54,51,50,47,46,40,39,36,26,9",19,50,0,63,6,38,-1,4148,"4,32",1920,"5,31",60,1,32,43,0,0,[object Object],65536,1024,0,0,1050,"1507328,786432,1835008,950272,2097152,2097152,2162688,2162688,2228224,2228224,2228224,1146880,2228224,622592,786432,622592,851968,655360,469674,737280,480597,704512,576716,480597,1048576,1048576,1114112,786432,616038,1026730,629145,642252,458752,3145728,3080192,1540096,1507328,1507328,1540096,1507328,1004885,3080192,1507328,1507328,3145728,1638400,3473408,1638400,1135957,1114112,1736704,1736704,1703936,3407872,1769472,1671168,1092266,3080192,1507328,1310720,1277952,1179648,851968,196608",3653,1789970,48,12,"1,2,1,2,1,1,1,1,1,1,1,2,1,4,3,4,3,4,6,4,6,4,5,6,3,3,3,4,5,3,5,5,2,1,1,2,2,2,2,2,3,1,2,2,1,2,1,2,3,3,2,2,2,1,2,2,3,1,2,2,2,2,2,3","465994,490314,491059,500549,459423,448000,459915,466608,478376,497276,513446,523680,533184,553177,555813,564256,579431,592374,606612,602239,617505,611576,606355,611451,623182,605312,613016,619128,616707,627562,624311,626325,565362,631732,621690,634821,623720,636540,644451,636402,642071,661432,645568,658823,650339,668292,658292,668962,649715,665203,672161,668358,683163,666911,657856,629266,613211,589934,578339,917942,923583,899854,869282,831289",5,1,3123,[object Object],5,1034.1030555555556,4,3600,1421235,3686400,2162688,195,,410,,
4,B,perturbation,distributed,1,4,0.8.0,396d5133,65536,9,0,55,0,"20,24,30,29,32,32,33,33,33,33,33,33,34,33,34,34,34,34,34,35,36,36,40,39,39,40,41,45,42,40,39,41,14,49,47,46,50,49,51,52,51,53,54,52,52,55,54,54,56,55,53,54,53,55,54,50,51,50,50,41,42,39,34,21",19,50,0,63,6,38,-1,4148,"4,32",1909,"5,31",43,1,31,45,0,0,[object Object],65536,1024,0,0,1142,"1310720,786432,1966080,1900544,2097152,2097152,2162688,2162688,2162688,2162688,2162688,2162688,2228224,2162688,2228224,2228224,2228224,2228224,2228224,1146880,786432,786432,655360,638976,638976,655360,895658,737280,458752,524288,638976,895658,458752,1070421,770048,1004885,819200,1070421,3342336,1135957,1114112,1736704,1769472,1135957,1135957,1802240,3538944,1769472,3670016,1802240,1736704,3538944,1736704,1802240,1769472,1092266,3342336,1092266,1092266,1343488,1376256,1277952,1114112,458752",3491,1751248,47,14,"1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,3,4,6,5,4,3,2,3,4,3,4,3,1,3,3,2,2,3,3,2,1,2,1,2,2,1,2,2,2,3,1,3,3,2,2,2,2,3","471632,489887,500158,506473,451244,438275,442379,449227,455366,465127,460819,471159,473239,483622,484960,495749,500660,513102,519671,518556,535536,522762,517515,530405,524063,533449,522794,531199,530300,529056,521220,527135,577506,634834,629158,640310,638748,636801,644001,638694,631708,639210,645210,643090,635015,639168,649280,638283,642106,650973,652016,656301,670821,681897,690409,672089,652038,631165,620057,915701,900398,889545,868229,839913",5,1,3124,[object Object],5,1034.1025,4,3600,1416693,3686400,2162688,162,,410,,
4,B,perturbation,distributed,1,5,0.8.0,a08235d3,65536,9,0,57,0,"21,24,28,30,32,33,33,33,34,33,34,35,35,39,38,39,42,41,41,44,44,45,42,49,49,44,47,46,47,48,47,48,14,46,46,46,46,46,47,47,46,47,51,48,53,52,54,52,55,53,55,52,54,53,54,51,51,47,46,40,41,37,27,13",19,50,0,63,6,38,-1,4144,"4,32",1917,"5,31",245,1,28,43,0,0,[object Object],65536,1024,0,0,1054,"1376256,1572864,1835008,983040,2097152,2162688,2162688,2162688,2228224,2162688,2228224,1146880,1146880,638976,622592,638976,458752,895658,537395,576716,576716,327680,458752,1070421,1070421,480597,513365,376832,513365,629145,770048,786432,458752,1507328,1507328,1507328,3014656,1507328,3080192,1540096,3014656,1026730,1114112,1048576,3473408,1135957,3538944,1703936,1802240,1736704,3604480,1703936,3538944,1736704,884736,1671168,3342336,770048,1004885,873813,1343488,1212416,589824,283989",3685,1792941,48,12,"1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,4,6,3,5,5,5,9,6,3,3,6,6,8,6,5,4,4,2,2,2,2,1,2,1,2,1,3,3,3,1,3,1,2,2,2,1,2,1,2,4,2,1,4,3,3,2,2,3,3","472841,484706,494460,496359,457690,440305,453960,459899,483578,495991,507781,520577,531368,551065,550098,561353,577743,575567,595395,593886,603344,598718,597615,586940,616548,597080,611254,620149,618077,618111,615601,625051,561463,635823,637389,637021,645156,647824,646111,661263,651388,660825,667596,666748,671916,680073,666133,669857,675909,675243,671509,684667,687380,683878,660491,645687,624071,596803,589163,923267,903368,904671,875438,839070",5,1,3120,[object Object],5,1034.1036111111111,4,3600,1416414,3686400,2162688,160,,410,,
4,B,perturbation,distributed,1,6,0.8.0,be1f4545,65536,9,0,54,0,"21,26,27,30,31,32,32,33,33,34,34,33,33,34,34,33,34,34,34,34,38,36,35,40,37,39,40,40,41,42,43,41,14,45,45,46,47,49,49,51,49,52,51,53,52,54,53,53,55,54,53,53,54,52,54,52,49,50,46,40,42,39,33,23",19,50,0,63,6,38,-1,4148,"4,32",1912,"5,31",74,1,30,46,0,0,[object Object],65536,1024,0,0,1143,"1376256,1703936,1769472,983040,2031616,2097152,2097152,2162688,2162688,2228224,2228224,2162688,2162688,2228224,2228224,2162688,2228224,2228224,2228224,2228224,622592,1179648,2293760,873813,808277,1277952,655360,655360,895658,917504,939349,537395,458752,983040,1474560,1004885,770048,1605632,1070421,1671168,3211264,1703936,1114112,1157802,1703936,3538944,1736704,1736704,1802240,1179648,1736704,1157802,1769472,1135957,1769472,3407872,1605632,1638400,1507328,655360,1376256,1277952,1081344,502442",3478,1748259,47,14,"1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,3,2,4,4,3,3,3,5,2,3,2,3,4,2,3,2,1,2,3,3,2,1,2,2,2,3,2,3,2,3,2,1,2,2,2,4,2,2,2,3","470553,493917,495777,495249,457642,434219,446353,453925,458549,467630,470598,473167,475980,485773,492227,498104,505978,516255,516585,523667,532135,519694,522744,517523,517764,523074,518708,519537,518765,521118,516040,516296,549398,618855,626810,622085,621940,626884,631446,634233,632191,643273,632958,643769,621825,640506,635000,633350,639269,644799,633342,649993,656877,667174,667213,660066,639017,616373,606223,918115,886115,893595,866892,820637",5,1,3123,[object Object],5,1034.1033333333332,4,3600,1418293,3686400,2097152,174,,410,,
4,B,perturbation,distributed,1,7,0.8.0,c270cf60,65536,9,0,55,0,"20,24,28,29,32,32,33,33,33,34,34,34,34,34,34,34,34,34,34,34,35,36,39,41,43,40,43,42,40,39,40,39,14,46,48,49,48,48,51,50,52,54,51,53,54,53,55,55,55,53,54,56,51,53,50,51,50,48,46,40,42,36,31,17",19,50,0,63,6,37,-1,4148,"4,32",1904,"5,31",38,1,31,45,0,0,[object Object],65536,1024,0,0,1129,"1310720,786432,1835008,950272,2097152,2097152,2162688,2162688,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2293760,2359296,638976,537395,704512,524288,563609,688128,655360,851968,873813,511180,458752,1507328,1048576,1605632,1048576,1048576,1671168,1638400,1135957,3538944,1671168,3473408,1769472,1736704,1802240,1802240,1802240,3473408,1769472,1835008,1671168,1736704,3276800,1671168,1638400,1572864,1507328,873813,1376256,2359296,1015808,278528",3481,1790662,48,13,"1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,4,4,3,3,5,2,2,3,2,3,3,2,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,1,2,4","468861,491347,492193,493935,464849,441021,449454,456471,464448,465655,469137,480122,482938,490108,498212,508454,516390,525211,526851,534353,528998,529170,531524,525558,530102,531662,527237,527205,523517,524599,516669,518953,552424,641755,639639,634835,638074,646168,645756,655999,641617,660010,655748,661319,656259,658651,660507,658808,660727,661425,681179,682566,683785,695245,687547,671447,654540,629776,614542,922221,901410,896679,884869,833508",5,1,3124,[object Object],5,1034.1030555555556,4,3600,1393839,3686400,2162688,1,,410,,
4,B,perturbation,distributed,1,8,0.8.0,042e9456,65536,9,0,56,0,"20,25,29,29,32,32,33,33,34,33,34,34,36,35,37,40,41,39,39,41,45,44,44,47,45,46,49,49,51,50,47,48,14,48,47,45,47,48,48,47,46,48,48,49,51,51,52,53,52,52,53,51,53,51,52,52,47,48,47,40,40,36,28,11",19,50,0,63,6,39,-1,4148,"4,32",1921,"5,31",205,1,31,44,0,0,[object Object],65536,1024,0,0,1054,"1310720,1638400,1900544,950272,2097152,2097152,2162688,2162688,2228224,2162688,2228224,2228224,1179648,1146880,1212416,524288,537395,425984,851968,537395,983040,720896,480597,513365,589824,430665,642252,802816,1114112,655360,616038,524288,458752,3145728,1540096,2949120,1540096,3145728,3145728,1540096,1507328,3145728,1572864,1605632,668467,1671168,3407872,1157802,1703936,1135957,1736704,1671168,1736704,3342336,1703936,1703936,1540096,1572864,1540096,873813,655360,2359296,1835008,240298",3713,1758189,47,13,"1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,5,5,6,3,5,3,4,6,6,5,7,5,4,3,5,5,6,2,1,2,1,2,1,1,2,2,1,2,2,5,2,1,3,2,3,2,2,2,1,2,2,2,2,2,3,4,1,1,3","484264,489987,502978,512481,458858,450110,457100,471070,491648,495976,517508,524448,544438,549201,560027,571050,579404,579907,589227,601414,608257,599270,608033,596736,596062,617243,603417,610634,622684,603359,614262,614337,569711,634760,630475,622244,641629,645781,633514,658570,638515,665149,654956,659247,664653,670150,673559,667843,661446,677086,663151,685615,680915,680251,661473,642192,614762,596941,572925,915216,901360,899146,878412,827058",5,1,3124,[object Object],5,1034.1030555555556,4,3600,1441855,3686400,2162688,343,,410,,
4,B,perturbation,distributed,1,9,0.8.0,0637a936,65536,9,0,54,0,"22,25,27,30,31,32,33,33,33,33,34,34,34,34,34,34,34,34,35,34,36,36,37,39,42,45,40,39,40,37,41,41,14,46,48,49,49,48,47,50,51,52,53,53,53,53,55,53,54,53,56,53,53,53,52,52,53,49,46,38,43,37,33,25",19,50,0,63,6,38,-1,4148,"4,32",1912,"5,31",181,1,31,46,0,0,[object Object],65536,1024,0,0,1143,"1441792,1638400,1769472,1966080,1015808,1048576,2162688,2162688,2162688,2162688,2228224,2228224,2228224,2228224,2228224,2228224,2228224,2228224,1146880,2228224,1179648,1179648,484966,851968,688128,1474560,873813,851968,655360,484966,895658,895658,458752,1004885,786432,642252,1605632,1048576,1026730,1638400,1671168,681574,3473408,1736704,1736704,1736704,1802240,3473408,1769472,3473408,1835008,1736704,1736704,3473408,3407872,3407872,1736704,1070421,753664,830122,1409024,2424832,1081344,409600",3492,1737820,47,14,"1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,3,4,2,3,3,4,5,3,3,2,3,4,5,2,3,3,2,2,5,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,3,4,3,2,1,2,4","470877,496804,487344,505886,453445,439966,448187,445701,456806,465692,465979,471353,480177,488700,493931,495384,504194,515365,522081,515769,524927,507004,522137,506357,516025,515675,509524,515814,518412,516720,511269,517007,544903,618203,610681,634305,620343,617598,626751,632203,632895,616509,636518,630892,638810,627737,638745,626705,635380,627023,640720,653584,649830,671037,667268,652878,630351,616265,608685,904837,887360,886112,867454,820323",5,1,3124,[object Object],5,1034.1030555555556,4,3600,1425313,3686400,2162688,224,,410,,
4,B,perturbation,distributed,1,10,0.8.0,6b64bcb1,65536,9,0,58,0,"20,22,26,29,32,32,33,33,33,33,33,34,34,36,37,39,42,38,37,42,43,43,44,46,44,46,48,48,47,49,47,47,14,46,47,46,46,47,49,48,46,46,48,50,51,53,54,55,55,56,56,53,54,54,52,51,52,52,48,40,44,36,31,17",19,50,0,63,6,39,-1,4145,"4,32",1924,"5,31",284,1,26,42,0,0,[object Object],65536,1024,0,0,1045,"1310720,1441792,1703936,950272,2097152,2097152,2162688,2162688,2162688,2162688,2162688,1114112,2228224,786432,1212416,851968,550502,498073,606208,550502,939349,402578,480597,753664,720896,502442,1048576,524288,513365,802816,1540096,770048,458752,1507328,1540096,1507328,3014656,3080192,1605632,1572864,1507328,1507328,1572864,1092266,835584,3473408,3538944,1802240,1802240,1835008,3670016,3473408,1769472,1179648,3407872,835584,1703936,3407872,1048576,873813,1441792,2359296,2031616,278528",3690,1770399,48,12,"1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,3,5,5,4,5,3,7,6,4,4,6,3,6,6,4,2,4,2,2,2,2,1,1,2,2,2,2,2,3,4,1,1,2,2,2,1,1,2,3,1,4,2,1,3,3,2,1,1,4","471597,477963,497245,492761,455206,439590,451472,463210,478359,486899,506746,518599,528753,535334,543850,565201,572004,571669,585911,589627,603788,605813,599691,601961,608203,612452,622398,628612,624107,630261,625171,639665,571242,636883,644504,643517,653370,651197,656753,663125,654931,666190,674034,668008,676736,681796,694655,675434,686275,681577,683866,694603,690141,693763,669395,654506,631431,610439,595521,936894,909532,905349,877261,834822",5,1,3121,[object Object],5,1034.1038888888888,4,3600,1437755,3686400,2162688,313,,410,,
5,B,basic,straight,,,0.8.0,f4d10fd8,512,9,0,88,0,"0,0,0,1,3,3,3,3,3,6,11,15,19,22,25,23,23,27,28,26,29,37,31,36,40,38,38,41,42,40,44,40,14,48,48,46,47,48,46,48,48,48,49,45,48,46,47,46,44,43,44,42,40,39,40,36,29,24,15,4,0,0,0,0",20,50,0,27,6,86,2455,18989,"4,32",2072,"27,32",253,7,164,12,12386762,3598,[object Object],65536,1024,0,0,328,",,,65536,196608,196608,196608,196608,196608,131072,120149,140434,103765,131072,126030,167480,137029,160861,183500,170393,190054,242483,225735,393216,327680,355766,311296,537395,305834,655360,480597,524288,458752,1572864,786432,1004885,770048,1048576,3014656,3145728,1572864,1572864,802816,1474560,1048576,1004885,770048,1004885,720896,704512,576716,550502,524288,511180,655360,589824,380108,174762,122880,65536,,,,",3820,184497,5,8,"0,0,0,1,1,1,1,1,1,3,6,7,12,11,13,9,11,11,10,10,10,10,9,6,8,7,8,5,9,4,6,5,2,2,4,3,4,3,1,1,2,2,4,2,3,3,4,3,4,4,5,5,5,5,4,4,5,9,8,4,0,0,0,0","772305,794941,805380,473587,147997,340188,368116,393601,413370,438920,457445,471452,476745,486049,495601,499051,507325,510481,510263,520739,514331,523514,517197,518276,522301,516379,521704,525760,530308,517702,533838,520655,224960,548068,556774,558593,556546,562425,555096,565478,553527,560681,564596,558146,559631,554006,554672,557257,553435,553969,558541,553692,549700,545662,546174,532657,526383,529036,504311,1103590,1050988,1019202,984003,944160",5,1,17965,[object Object],5,1271.1727777777778,4,3600,3182556,3686400,196608,,false,631,,
