pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
37,A,basic,distributed,,,0.10.0,277fe6ed,4096,65536,512,3,4096,95,0,"0,0,0,7,9,10,11,13,14,15,16,17,17,18,18,18,18,18,18,16,16,14,13,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,13,15,17,18,19,19,19,19,19,18,16,15,16,15,14,8,12,10,8,4",23,56,0,63,6,88,2469,0,"4,32,15",0,,,0,,4552,"4,32",2321,"61,34",1317,1,86,5,400882,3592,1083993,2394691,65536,1024,0,0,442,",,,458752,589824,655360,720896,851968,917504,983040,1048576,557056,557056,589824,589824,589824,589824,589824,589824,524288,524288,458752,425984,327680,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,218453,425984,491520,557056,589824,622592,622592,622592,622592,1245184,1179648,1048576,983040,1048576,983040,917504,262144,786432,655360,524288,262144",808,2667,0,0,2667,0,0,0,11,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1",",,,133972,134316,159561,177759,197263,229757,249242,269519,289307,316543,338965,358868,380571,400256,429025,453840,460859,455053,497917,578394,605427,607342,607321,607381,607403,607342,607381,607381,607342,606800,607381,607381,607342,607342,607381,607381,607321,607381,607381,607342,590029,513272,474511,443386,423359,404937,386429,351674,336479,322440,286923,273227,257049,232620,242467,221692,213814,163441,142258,119807,84143",5,1,3528,0,59,5,1023.02,4,3600,59959,3254976,3686400,720896,,true,,,
37,A,basic,detour,,,0.10.0,623e2be0,4096,65536,512,3,4096,93,0,"0,0,0,7,9,10,12,13,14,14,15,15,15,15,16,16,16,16,15,14,13,12,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,12,14,16,16,17,18,16,16,17,16,16,16,15,14,8,12,11,10,6",26,56,0,63,6,85,2567,0,"4,32,18",0,,,0,,4224,"4,32",2657,"60,34",1297,1,58,7,107231,3587,0,3434852,65536,1024,0,0,554,",,,458752,589824,655360,786432,851968,917504,917504,983040,983040,983040,983040,1048576,1048576,1048576,1048576,983040,917504,851968,786432,655360,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,229376,589824,720896,786432,917504,1048576,1048576,1114112,1179648,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,786432,720896,655360,393216",741,9457,0,0,9457,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",",,0,129798,142618,161479,174718,191414,223293,229031,222176,226414,249765,250862,234341,235560,259504,262619,242825,219676,206862,188770,146734,107903,104134,103995,103914,103854,103807,103752,103704,103656,102443,103534,103515,103447,103398,103361,103320,103271,103230,103151,115290,156538,179916,205129,236182,247072,263884,278901,258982,264702,276793,256694,265575,276598,256314,255236,239165,215766,172894,156534,136021,100214",5,1,3200,0,58,5,1023.1111111111111,4,3600,114143,3152161,3686400,786432,,true,,,
38,A,basic,straight,,,0.10.0,03d4b574,4096,65536,512,9,4096,97,0,"0,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,50,0,41,63,93,2284,0,"4,32,7",0,,,0,,11333,"4,32",2032,"6,32",78,4,119,3,6476009,3598,3559247,0,65536,1024,0,0,244,",65536,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,393216,393216,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",316,0,0,0,0,0,0,0,6,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,24279,42486,27160,47356,47877,48399,48921,49432,49874,50287,50698,51105,51509,51935,52333,52728,53120,53509,53844,54152,54458,54901,55885,55844,55776,55407,55275,55247,55426,56121,56571,64341,64869,66089,66961,67968,69331,70880,72349,73905,75456,77082,78923,80439,82272,83927,85722,86089,80796,80817,80817,80817,80796,80817,80817,80817,80830,,,,,",5,1,10309,0,2,5,1021.1391666666667,4,3600,28704,3444785,3686400,196608,,false,,,
38,A,basic,distributed,,,0.10.0,d1f4e135,4096,65536,512,9,4096,95,0,"0,0,0,7,9,10,11,13,14,15,16,17,17,18,18,18,18,18,18,16,16,14,13,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,13,15,17,18,19,19,19,19,19,18,16,15,16,15,14,8,12,10,8,4",23,50,0,63,6,88,2469,0,"4,32,15",0,,,0,,4552,"4,32",2321,"61,34",1317,1,86,5,400882,3592,1083993,2394691,65536,1024,0,0,442,",,,458752,589824,655360,720896,851968,917504,983040,1048576,557056,557056,589824,589824,589824,589824,589824,589824,524288,524288,458752,425984,327680,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,218453,425984,491520,557056,589824,622592,622592,622592,622592,1245184,1179648,1048576,983040,1048576,983040,917504,262144,786432,655360,524288,262144",808,2667,0,0,2667,0,0,0,11,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1",",,,133972,134316,159561,177759,197263,229757,249242,269519,289307,316543,338965,358868,380571,400256,429025,453840,460859,455053,497917,578394,605427,607342,607321,607381,607403,607342,607381,607381,607342,607599,607381,607381,607342,607342,607381,607381,607321,607381,607381,607342,590029,513272,474511,443386,423359,404937,386429,351674,336479,322440,286923,273227,257049,232620,242467,221692,213814,163441,142258,119807,84143",5,1,3528,0,59,5,1023.02,4,3600,59959,3254968,3686400,720896,,true,,,
38,A,basic,detour,,,0.10.0,623e2be0,4096,65536,512,9,4096,93,0,"0,0,0,7,9,10,12,13,14,14,15,15,15,15,16,16,16,16,15,14,13,12,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,12,14,16,16,17,18,16,16,17,16,16,16,15,14,8,12,11,10,6",26,50,0,63,6,85,2567,0,"4,32,18",0,,,0,,4224,"4,32",2657,"60,34",1297,1,58,7,107231,3587,0,3434852,65536,1024,0,0,554,",,,458752,589824,655360,786432,851968,917504,917504,983040,983040,983040,983040,1048576,1048576,1048576,1048576,983040,917504,851968,786432,655360,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,229376,589824,720896,786432,917504,1048576,1048576,1114112,1179648,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,786432,720896,655360,393216",741,9457,0,0,9457,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",",,0,129798,142618,161479,174718,191414,223293,229031,222176,226414,249765,250862,234341,235560,259504,262619,242825,219676,206862,188770,146734,107903,104134,103995,103914,103854,103807,103752,103704,103656,102443,103534,103515,103447,103398,103361,103320,103271,103230,103151,115290,156538,179916,205129,236182,247072,263884,278901,258982,264702,276793,256694,265575,276598,256314,255236,239165,215766,172894,156534,136021,100214",5,1,3200,0,58,5,1023.1111111111111,4,3600,114143,3152161,3686400,786432,,true,,,
39,A,basic,straight,,,0.10.0,03d4b574,4096,65536,512,63,4096,97,0,"0,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,0,0,41,63,93,2284,0,"4,32,7",0,,,0,,11333,"4,32",2032,"6,32",78,4,119,3,6476009,3598,3559247,0,65536,1024,0,0,244,",65536,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,393216,393216,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",316,0,0,0,0,0,0,0,6,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,24279,42486,27160,47356,47877,48399,48921,49432,49874,50287,50698,51105,51509,51935,52333,52728,53120,53509,53844,54152,54458,54901,55885,55844,55776,55407,55275,55247,55426,56121,56571,64341,64869,66089,66961,67968,69331,70880,72349,73905,75456,77082,78923,80439,82272,83927,85722,86089,80796,80817,80817,80817,80796,80817,80817,80817,80830,,,,,",5,1,10309,0,2,5,1021.1391666666667,4,3600,28704,3444785,3686400,196608,,false,,,
39,A,basic,distributed,,,0.10.0,0d7e4771,4096,65536,512,63,4096,95,0,"0,0,0,7,9,10,11,13,14,15,16,17,17,18,18,18,18,18,18,16,16,14,13,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,13,15,17,18,19,19,19,19,19,18,16,15,16,15,14,8,12,10,8,4",23,0,0,63,6,88,2469,0,"4,32,15",0,,,0,,4552,"4,32",2321,"61,34",1316,1,86,5,400882,3592,1083993,2394691,65536,1024,0,0,442,",,,458752,589824,655360,720896,851968,917504,983040,1048576,557056,557056,589824,589824,589824,589824,589824,589824,524288,524288,458752,425984,327680,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,218453,425984,491520,557056,589824,622592,622592,622592,622592,1245184,1179648,1048576,983040,1048576,983040,917504,262144,786432,655360,524288,262144",809,2666,0,0,2666,0,0,0,11,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1",",,,133972,134316,159561,177759,197263,229757,249242,269519,289307,316543,338965,358868,380571,400256,429025,453840,460859,455053,497917,578394,605427,607342,607321,607381,607403,607342,607381,607381,607342,607342,607381,607381,607342,607342,607381,607381,607321,607381,607381,607342,590029,513272,474510,443362,423402,404928,386444,351685,336489,322443,286923,273230,257049,232646,242431,221696,213814,163446,142240,119807,84107",5,1,3528,0,59,5,1023.02,4,3600,59955,3254954,3686400,720896,,true,,,
39,A,basic,detour,,,0.10.0,c99bdcdc,4096,65536,512,63,4096,93,0,"0,0,0,7,9,10,12,13,14,14,15,15,15,15,16,16,16,16,15,14,13,12,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,12,14,16,16,17,18,16,16,17,16,16,16,15,14,8,12,11,10,6",26,0,0,63,6,85,2567,0,"4,32,18",0,,,0,,4224,"4,32",2657,"60,34",1272,1,58,7,107231,3587,0,3434852,65536,1024,0,0,554,",,,458752,589824,655360,786432,851968,917504,917504,983040,983040,983040,983040,1048576,1048576,1048576,1048576,983040,917504,851968,786432,655360,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,229376,589824,720896,786432,917504,1048576,1048576,1114112,1179648,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,786432,720896,655360,393216",743,9471,0,0,9471,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",",,0,129798,142618,161479,174718,191414,223293,229031,222176,226414,249765,250862,234341,235560,259504,262619,242825,219676,206862,188770,146734,107903,104134,103995,103914,103854,103807,103752,103704,103656,103613,103534,103515,103447,103398,103361,103320,103271,103230,103151,115290,156538,179916,205130,236191,247103,263790,278909,258993,264696,276810,256744,265588,276621,256315,255236,239186,215766,172898,156560,136067,100214",5,1,3200,0,58,5,1023.1111111111111,4,3600,114125,3152083,3686400,786432,,true,,,
40,A,basic,straight,,,0.10.0,f76b770d,8192,65536,512,1,4096,53,0,"0,0,1,3,3,3,7,9,11,11,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0",101,58,0,13,7,46,-1,0,"4,32,17",0,,,0,,13476,"4,32",10121,"26,31",3320,5,136,47,304744627,534454,1787824,0,65536,1024,0,0,2143,",,65536,196608,196608,196608,458752,589824,720896,720896,851968,851968,851968,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,983040,65536,65536,131072,131072,131072,131072,131072,196608,196608,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,,,,,",546,0,0,0,0,0,0,0,53,"0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,24399,42451,25048,49930,85128,138620,156045,158311,169735,178402,187301,192498,197758,203233,204038,211686,210298,214375,216242,219549,219136,221128,219627,220956,220130,223613,223176,224091,224699,225456,0,13035,17421,20743,23129,25239,27946,29820,31278,32987,34494,35921,37514,39934,43345,45157,46670,46882,45652,45833,46013,46192,46370,46610,46787,46963,47140,,,,,",5,1,12451,0,23,5,1020.6130555555555,4,3600,1596588,1731099,3686400,458752,,true,,,
40,A,basic,distributed,,,0.10.0,3c01811e,8192,65536,512,1,4096,94,0,"0,0,0,6,9,10,11,13,14,15,16,17,17,18,17,17,18,18,18,16,15,14,12,8,8,8,8,8,8,8,10,12,6,6,6,6,6,6,6,8,8,8,8,10,13,14,16,18,19,19,19,18,19,18,16,15,16,15,14,8,12,10,8,4",29,58,0,63,6,87,2481,26360,"4,32,76",0,,,0,,4897,"4,32",2986,"61,34",1458,1,76,6,669808,3593,1025388,2445779,65536,1024,0,0,457,",,,196608,589824,655360,720896,851968,917504,983040,1048576,557056,557056,589824,557056,557056,589824,589824,589824,524288,491520,458752,393216,262144,262144,262144,262144,262144,262144,262144,327680,393216,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,218453,425984,458752,524288,589824,622592,622592,622592,589824,1245184,1179648,1048576,983040,1048576,983040,917504,262144,786432,655360,524288,262144",805,1345,0,0,1345,0,0,0,11,"0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1",",,,142812,126758,154843,174024,193640,225808,245493,265222,284681,311946,333952,352673,373829,393147,421185,445110,451379,443073,486609,571633,597932,599646,599792,599558,599671,599621,601531,664941,629977,608300,610435,610354,610001,609981,610025,609994,610028,609984,610077,610021,594178,518247,478996,445893,424567,404519,387680,353457,337515,323445,289202,275514,258074,233414,243718,223074,220730,159195,136304,111882,73130",5,1,3873,0,59,5,1034.3769444444445,4,3600,14352,3242953,3686400,720896,,false,,,
40,A,basic,detour,,,0.10.0,afec107a,8192,65536,512,1,4096,93,0,"0,0,0,7,9,10,10,12,13,14,14,15,15,15,15,15,15,15,15,14,13,11,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,9,10,12,14,15,16,16,16,16,16,17,16,16,16,15,14,8,12,10,9,4",36,58,0,63,6,85,2567,29664,"4,32,46",0,,,0,,4484,"4,32",3665,"60,34",1776,1,46,7,392408,6287,0,3436759,65536,1024,0,0,554,",,,458752,589824,655360,655360,786432,851968,917504,917504,983040,983040,983040,983040,983040,983040,983040,983040,917504,851968,720896,655360,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,589824,655360,786432,917504,983040,1048576,1048576,1048576,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,786432,655360,589824,262144",727,8051,0,0,8051,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",",,0,137925,136704,157439,170103,185653,216577,223138,218023,222098,246363,246626,229411,230450,255135,256822,237820,216424,203957,184769,143418,108334,105180,105018,104900,104809,104718,104620,104528,104424,103374,104234,104135,104055,103977,103900,103865,103807,103771,103726,112686,153483,179333,204028,234984,244979,258545,274884,255174,259988,272913,253215,261961,274006,254597,255700,239749,224785,167908,149469,125003,88930",5,1,3460,0,58,5,1033.0055555555555,4,3600,14344,3152337,3686400,655360,,true,,,
41,A,basic,straight,,,0.10.0,acb56331,8192,65536,512,3,4096,98,0,"0,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,56,0,44,63,93,2286,0,"4,32,17",0,,,0,,13476,"4,32",2040,"6,32",61,5,136,2,8387504,3598,3557062,0,65536,1024,0,0,245,",65536,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,458752,458752,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",314,0,0,0,0,0,0,0,6,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,24399,42451,25048,47314,47750,48188,48617,49041,49462,49879,50305,50722,51073,51398,51720,52040,52358,52675,52989,53302,53612,53921,54687,54557,54252,53717,53467,53315,53307,53992,49405,57048,57473,58673,59689,60755,62415,63886,65224,67342,68726,70839,72649,74325,76380,77843,79800,80111,75805,75814,75809,75814,75818,75814,75805,75814,75809,,,,,",5,1,12451,0,2,5,1020.6130555555555,4,3600,14376,3443314,3686400,196608,,false,,,
41,A,basic,distributed,,,0.10.0,a82a9817,8192,65536,512,3,4096,95,0,"0,0,0,6,9,10,11,13,14,15,16,17,17,18,17,17,18,18,18,16,15,14,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,13,14,16,18,19,19,19,18,19,18,16,15,16,15,14,8,12,10,8,4",29,56,0,63,6,88,2475,26360,"4,32,76",0,,,0,,4897,"4,32",2983,"61,34",2085,1,76,5,669808,3593,1031705,2445779,65536,1024,0,0,449,",,,196608,589824,655360,720896,851968,917504,983040,1048576,557056,557056,589824,557056,557056,589824,589824,589824,524288,491520,458752,393216,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,218453,425984,458752,524288,589824,622592,622592,622592,589824,1245184,1179648,1048576,983040,1048576,983040,917504,262144,786432,655360,524288,262144",799,1155,0,0,1155,0,0,0,11,"0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1",",,,142812,126758,154843,174024,193640,225808,245493,265222,284681,311946,333952,352673,373829,393147,421185,445110,451379,443073,486609,571633,597932,599646,599792,599558,599671,599621,599818,599558,599646,599170,599818,599535,599671,599646,599792,599558,599671,599621,599818,599558,584001,509190,470888,438668,417929,398479,381991,347640,332286,318605,284176,270670,254823,229644,240684,221387,219928,159179,136319,111905,73110",5,1,3873,0,59,5,1034.3769444444445,4,3600,14352,3249514,3686400,720896,,true,,,
41,A,basic,detour,,,0.10.0,afec107a,8192,65536,512,3,4096,93,0,"0,0,0,7,9,10,10,12,13,14,14,15,15,15,15,15,15,15,15,14,13,11,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,9,10,12,14,15,16,16,16,16,16,17,16,16,16,15,14,8,12,10,9,4",36,56,0,63,6,85,2567,29664,"4,32,46",0,,,0,,4484,"4,32",3665,"60,34",1776,1,46,7,392408,6287,0,3436759,65536,1024,0,0,554,",,,458752,589824,655360,655360,786432,851968,917504,917504,983040,983040,983040,983040,983040,983040,983040,983040,917504,851968,720896,655360,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,589824,655360,786432,917504,983040,1048576,1048576,1048576,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,786432,655360,589824,262144",727,8051,0,0,8051,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",",,0,137925,136704,157439,170103,185653,216577,223138,218023,222098,246363,246626,229411,230450,255135,256822,237820,216424,203957,184769,143418,108334,105180,105018,104900,104809,104718,104620,104528,104424,103374,104234,104135,104055,103977,103900,103865,103807,103771,103726,112686,153483,179333,204028,234984,244979,258545,274884,255174,259988,272913,253215,261961,274006,254597,255700,239749,224785,167908,149469,125003,88930",5,1,3460,0,58,5,1033.0055555555555,4,3600,14344,3152337,3686400,655360,,true,,,
42,A,basic,straight,,,0.10.0,28293700,8192,65536,512,9,4096,98,0,"0,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,50,0,43,63,93,2286,0,"4,32,17",0,,,0,,13476,"4,32",2040,"6,32",61,5,136,2,8387504,3598,3557201,0,65536,1024,0,0,245,",65536,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,393216,458752,458752,458752,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",316,0,0,0,0,0,0,0,6,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,24399,42451,25048,47314,47750,48188,48617,49041,49462,49879,50305,50722,51073,51398,51720,52040,52358,52675,52989,53302,53612,53921,54687,54557,54252,53717,53467,53315,53307,53508,53847,60987,61472,62300,63131,64156,65312,66928,68152,70056,71338,73233,74600,76516,77823,79774,81642,81977,77339,77318,77322,77363,77314,77337,77336,77318,77322,,,,,",5,1,12451,0,2,5,1020.6130555555555,4,3600,14376,3443129,3686400,196608,,false,,,
