pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
12,A,basic,straight,,,0.10.0,30389461,2048,65536,2,512,1,0,16,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0",170,58,0,63,6,44,-1,0,"4,32,3",14802,"1,31",3628,15803,"1,32,3600",18224,"4,32",17082,"2,32",3599,6,3597,84,92074778,289607,1702580,0,65536,1024,0,0,2374,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,65536,131072,131072,131072,131072,196608,196608,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,,,,,",488,0,0,0,0,0,0,0,55,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",89641,126617,161480,164273,161918,163832,161762,164273,161948,165234,162880,167032,164456,168942,165396,169560,165180,169667,165074,169956,165032,170371,165280,169872,165354,167779,166471,172356,167245,172046,171077,0,51391,57484,58573,62036,67192,67423,72293,73226,73184,79118,76714,78424,83470,81605,84773,83647,80372,85476,79031,79695,78993,76941,75366,77858,76096,73941,195397,165490,122299,91426,",5,1,17203,0,2,5,1152.026388888889,1,3600,3420954,1637122,3686400,589824,,true,,,
12,A,basic,distributed,,,0.10.0,03841a95,2048,65536,2,512,1,0,66,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",23,58,0,63,6,83,2637,0,"4,32,3",1532,"30,29",529,2092,"30,29,2165",4132,"4,32",2315,"31,30",1249,1,2346,34,15383,1720,1259013,2101910,65536,1024,0,0,633,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,196608,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1044,0,0,0,0,0,0,0,16,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",114262,158775,181744,161644,188251,234444,251268,275927,301969,341831,365401,388102,411174,455543,489980,521604,547024,585921,602528,637541,650012,678348,689959,687994,683759,683417,668801,684108,666730,668445,641462,647012,661442,661528,660093,667138,665105,670615,671068,675509,671953,668896,652345,609214,587087,564992,537380,509288,494495,468928,435067,413348,388624,349537,326013,307356,274281,260186,282263,201905,168981,127584,",5,1,3098,0,29,5,1023.1394444444444,4,3600,776737,3084147,3686400,983040,,false,,,
12,A,basic,detour,,,0.10.0,2a702c33,2048,65536,2,512,1,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,58,0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
13,A,basic,straight,,,0.10.0,b2a16eea,2048,65536,2,512,3,0,83,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,56,0,63,37,91,2339,0,"4,32,3",641,"43,28",251,838,"45,28,3297",5028,"4,32",1854,"6,32",165,1,12,17,96562,2021,3544512,0,65536,1024,0,0,298,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,196608,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",535,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",88580,118215,127980,85580,95498,93929,95162,98376,96686,99740,98146,101355,99128,99191,104985,101879,105155,106845,102110,105613,106305,106491,105312,107434,105480,107695,106222,107118,108869,108589,105375,53481,119939,126150,129079,130020,133140,139776,133989,141756,142323,143279,143621,144846,140238,150842,143166,148270,146891,142341,144873,140914,135034,131667,131777,127120,126791,119274,234310,172310,127636,87689,",5,1,3192,0,2,5,1023.1133333333333,4,3600,1794650,3388344,3686400,589824,,false,,,
13,A,basic,distributed,,,0.10.0,9b48b4e7,2048,65536,2,512,3,0,70,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,8,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,56,0,63,6,85,2584,0,"4,32,3",1170,"19,8",462,1578,"19,8,1295",4126,"4,32",1578,"19,8",1295,1,420,30,12351,1718,1380817,2040730,65536,1024,0,0,569,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,262144,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1046,0,0,0,0,0,0,0,14,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",105542,159974,174886,155418,184375,226017,241561,265967,282987,327206,347906,368907,387315,434615,464284,481249,509679,532716,554143,572395,599843,621827,641753,638050,640864,640872,635175,640190,637576,635576,636422,651376,684684,688398,685642,691007,685028,689669,686472,691277,684518,682361,666326,620661,596646,582633,541871,518440,490485,467827,420656,408936,386585,345857,330568,308269,275707,265242,276486,206565,162032,132345,",5,1,3094,0,39,5,1023.1405555555556,4,3600,241067,3136680,3686400,983040,,true,,,
13,A,basic,detour,,,0.10.0,2a702c33,2048,65536,2,512,3,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,56,0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
14,A,basic,straight,,,0.10.0,2eecc168,2048,65536,2,512,9,0,80,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,50,0,63,33,91,2353,0,"4,32,3",784,"44,28",299,928,"44,28,2667",5028,"4,32",1854,"6,32",165,1,12,20,96209,2017,3904340,0,65536,1024,0,0,312,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",541,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",88837,121464,133365,86291,98708,98388,100015,100774,100810,101184,104256,107029,104619,105790,110394,106550,106765,111696,109577,110920,120461,113077,118784,117107,118108,121248,119949,124272,121416,125892,130147,127254,132640,140804,138782,134688,145391,143966,140700,147277,144971,146505,145577,155760,145241,153144,144683,149276,148894,148602,142427,146669,137683,134008,138672,132689,126914,124357,236311,171688,127434,91594,",5,1,3206,0,2,5,1023.1094444444444,4,3600,1737256,3373965,3686400,589824,,false,,,
14,A,basic,distributed,,,0.10.0,aea5506b,2048,65536,2,512,9,0,69,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,50,0,63,6,84,2596,0,"4,32,3",1366,"19,8",481,1570,"19,8,1448",4129,"4,32",1570,"19,8",1448,1,2032,31,13420,1718,1619150,2043229,65536,1024,0,0,580,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,393216,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1050,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108968,155744,177944,159325,181477,232605,246218,268552,292726,336080,354727,379476,399046,445007,476732,497302,521790,546662,573948,595704,611398,656610,662866,669149,666952,670737,666043,664439,669209,664796,668762,664491,688794,683853,687213,686471,682587,688298,690473,688126,681363,684773,667202,623740,594318,580825,546990,516400,492728,473645,424868,412119,391801,342525,333327,305384,274288,257806,284269,207236,162806,129152,",5,1,3094,0,39,5,1023.1405555555556,4,3600,241719,3125227,3686400,983040,,true,,,
14,A,basic,detour,,,0.10.0,2a702c33,2048,65536,2,512,9,0,67,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,50,0,63,6,81,2711,0,"4,32,3",2000,"20,8",893,2368,"19,8,2587",4180,"4,32",2413,"20,9",3501,1,1718,33,48726,1737,0,3351339,65536,1024,0,0,726,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108617,160073,197349,171879,203590,244424,260184,272231,280520,300367,287470,284082,283298,310547,289355,289144,286081,294710,252201,232519,213521,201004,180792,172568,176940,174722,178570,168685,168418,171204,176129,101550,167280,162158,164295,168972,159226,166336,164800,165985,164307,184109,209388,252185,272073,281451,306995,303910,303683,320103,307973,303391,329552,306653,311789,306259,291098,269285,278417,201906,165558,130525,",5,1,3133,0,39,5,1023.1297222222222,4,3600,1808336,3012787,3686400,983040,,true,,,
15,A,basic,straight,,,0.10.0,2eecc168,2048,65536,2,512,63,0,80,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",18,0,0,63,33,91,2353,0,"4,32,3",784,"44,28",299,928,"44,28,2667",5028,"4,32",1854,"6,32",165,1,12,20,96209,2017,3904340,0,65536,1024,0,0,312,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",541,0,0,0,0,0,0,0,8,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",88837,121464,133365,86291,98708,98388,100015,100774,100810,101184,104256,107029,104619,105790,110394,106550,106765,111696,109577,110920,120461,113077,118784,117107,118108,121248,119949,124272,121416,125892,130147,127254,132640,140804,138782,134688,145391,143966,140700,147277,144971,146505,145577,155760,145241,153144,144683,149276,148894,148602,142427,146669,137683,134008,138672,132689,126914,124357,236311,171688,127434,91594,",5,1,3206,0,2,5,1023.1094444444444,4,3600,1737256,3373965,3686400,589824,,false,,,
15,A,basic,distributed,,,0.10.0,44a2fdc2,2048,65536,2,512,63,0,68,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",15,0,0,63,6,84,2598,0,"4,32,3",1107,"18,8",484,1546,"19,8,1531",4129,"4,32",1546,"19,8",1531,1,1256,32,13704,1718,2038740,1981286,65536,1024,0,0,581,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1054,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",107847,156682,177254,159637,183465,230168,250192,266415,293096,327893,358953,379438,401104,445094,471859,499934,520345,551414,578694,591358,620403,647234,665857,666832,665690,670159,672378,672130,670209,676685,677017,670651,681146,674443,678757,671697,685900,682502,683382,690367,689191,683805,670586,628087,596884,585987,552490,516425,497600,470185,428398,411407,394114,340211,332298,307815,279571,254456,284935,199985,162380,129177,",5,1,3095,0,39,5,1023.1402777777778,4,3600,238240,3123136,3686400,983040,,true,,,
15,A,basic,detour,,,0.10.0,e62412b2,2048,65536,2,512,63,0,66,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",24,0,0,63,6,81,2706,0,"4,32,3",1944,"19,8",885,2416,"19,8,957",4180,"4,32",2416,"19,8",957,1,1234,34,47538,1737,709235,3250714,65536,1024,0,0,724,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",754,0,0,0,0,0,0,0,18,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",108544,166455,187225,171844,201418,247318,258802,274727,280582,300985,276146,289374,286028,312656,293319,285304,294307,292099,257453,229922,208616,197490,177340,174054,175265,167141,172369,166661,174997,165923,170791,170260,168156,166228,167815,168472,171596,162810,165600,163548,159089,184894,205348,249931,274328,277484,304923,303922,308295,326988,303617,309658,323674,302151,309928,309441,286813,270191,280523,210748,163771,132627,",5,1,3128,0,39,5,1023.1311111111111,4,3600,1767677,3013466,3686400,983040,,true,,,
16,A,basic,straight,,,0.10.0,e30e0a6c,2048,0,3,512,1,0,52,0,"0,0,0,4,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",457,58,0,63,6,46,-1,65536,,11485,"31,27",1705,12545,"31,27,3591",45779,"31,31",45779,"31,31",3600,17,3600,48,378999021,246129,1787850,0,65536,1024,0,0,2040,",,,131072,152917,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,720896,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,,,,,",547,181114,0,181114,0,0,4,0,48,"0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0","94177,142182,190589,215853,97731,181815,181529,182434,195125,195028,199221,202267,205517,206043,216378,208512,214519,220549,214332,217282,219609,217801,220837,208902,191040,180777,170388,169133,165465,163228,159170,158705,0,29265,35049,39014,40905,43004,45288,47082,48384,50880,52373,53981,55788,57692,59143,60462,62109,59560,62653,60474,60366,58412,57812,57560,56493,56567,55492,51515,73469,45307,0,",5,1,18012,28,28,5,1272.1019444444444,4,3600,0,1729724,3686400,720896,,true,,,
16,A,basic,distributed,,,0.10.0,cf26fd63,2048,0,3,512,1,0,61,0,"5,8,10,13,14,16,17,17,18,20,21,22,23,25,26,27,26,26,26,25,23,22,21,20,20,20,20,20,20,20,20,20,6,20,20,20,20,20,20,20,20,20,21,23,24,25,27,27,27,27,26,25,23,22,21,19,18,18,16,10,14,11,9,7",19,58,0,63,6,59,3448,65536,,1340,"21,7",435,1768,"19,7,2622",5080,"4,32",1980,"19,8",1923,1,3245,39,795675,3594,977877,2192054,65536,1024,0,0,908,"327680,524288,655360,851968,917504,1048576,1114112,1114112,1179648,1310720,1376256,1441792,1507328,1638400,1703936,1769472,851968,851968,851968,819200,753664,720896,688128,655360,655360,655360,655360,655360,655360,655360,655360,655360,196608,655360,655360,655360,655360,655360,655360,655360,655360,655360,688128,753664,786432,819200,884736,884736,884736,1769472,1703936,1638400,1507328,1441792,1376256,1245184,1179648,1179648,1048576,327680,917504,720896,589824,458752",1260,843818,0,164278,679540,0,22,0,17,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","101756,134233,156369,183335,165178,208593,232386,241499,265039,304622,324030,350683,370696,420362,439017,470205,489454,514923,548717,561734,581506,614247,637232,662003,654131,660163,668790,663262,680111,670921,673819,673735,618670,602533,602330,606654,606212,621063,612031,613168,623152,626294,624578,600010,581492,569258,547064,532331,508587,494131,471769,457957,421716,398800,381583,345288,327949,320542,275704,278688,269659,211286,177025,131049",5,1,4055,0,39,5,1041.6766666666667,4,3600,0,2209798,3686400,1114112,,false,,,
16,A,basic,detour,,,0.10.0,fd46bf9b,2048,0,3,512,1,0,58,0,"6,9,11,13,14,16,17,17,17,18,18,18,17,18,18,18,17,17,17,16,14,13,12,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,12,14,15,16,18,18,18,19,19,19,19,19,19,18,18,18,16,10,14,11,9,7",28,58,0,63,6,45,-1,65536,,1792,"22,7",737,2665,"19,7,1715",4716,"4,32",2879,"19,8",1855,1,1312,42,444163,3592,0,3040787,65536,1024,0,0,1342,"393216,589824,720896,851968,917504,1048576,1114112,1114112,1114112,1179648,1179648,1179648,1114112,1179648,1179648,1179648,1114112,1114112,1114112,1048576,917504,851968,786432,720896,720896,720896,720896,720896,720896,720896,720896,720896,327680,720896,720896,720896,720896,720896,720896,720896,720896,720896,786432,917504,983040,1048576,1179648,1179648,1179648,1245184,1245184,1245184,1245184,1245184,1245184,1179648,1179648,1179648,1048576,327680,917504,720896,589824,458752",900,1295995,0,276550,1019445,0,35,0,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","112721,156377,193002,236836,182827,225344,241407,270376,280166,309804,324957,331440,311652,335424,350077,346123,334155,334536,331605,313440,262963,250200,248381,214455,213695,208471,212691,205217,220120,206633,206913,208746,104761,194051,195526,190232,201357,191370,188400,200058,194128,196962,214346,264084,284330,307563,331813,341328,330638,362653,355175,350972,359973,366371,358155,340522,343537,333016,296853,314852,274750,220733,183330,133293",5,1,3684,0,39,5,1048.9130555555555,4,3600,0,1679297,3686400,1114112,,true,,,
